id,subject_id,mturk_id,task_type,gender,race,education_level,cognitive_reflection_1,cognitive_reflection_2,cognitive_reflection_3,rgpts_ref_1 ,rgpts_ref_2,rgpts_ref_3,rgpts_ref_4,rgpts_ref_5,rgpts_ref_6,rgpts_ref_7,rgpts_ref_8,rgpts_per_1,rgpts_per_2,rgpts_per_3,rgpts_per_4,rgpts_per_5,rgpts_per_6,rgpts_per_7,rgpts_per_8,rgpts_per_9,rgpts_per_10,paranoia_score,referential_group,persecution_group,What do you think the partner game was testing?,"Did you use any particular strategy or strategies? If yes, please describe.",Did you find yourself switching strategies over the course of the game?,Did any of the partners deliberately sabotage you?,Do you have any comments or feedback about the game or this survey?,wsr_avg,mu02_avg,mu03_avg,kappa_avg,omega2_avg,omega3_avg
194,TP163,A2A6FH0F7LD9ND,social,Female,White,"High school degree or equivalent (e.g., GED)",0.1,5,47,1,1,2,1,2,1,3,2,2,1,3,1,3,2,2,2,2,2,1.833333333,low,high,What choices we would make and why,I tried to take some risks but mostly stayed with my safer guesses.,"Sometimes, yes",1,"I thought I had removed the second Robert which was actually the same person, so if you see him twice I tried to give the same answers. This study was quite long and sometimes confusing at the questions part but I love the game area. I accidentally chose answers and ""Decline"" at the same time in section Q7.2 because it would not let me uncheck the Decline button. Please ignore that and go with the actual answers instead of Decline on those questions. I sure I hope I passed this, I tried my best. I was trying to do the question with a rude relative talking loudly and constantly in the other room next to me, he doesn't stop when you tell him to either.",0.140390151,-0.07290281,0.414135926,0.497982563,1.341662854,0.550898192
195,TP164,A1F40NRO5Q5FMB,social,Female,Black or African American,"Bachelor's degree (e.g., BA, BS)",10,100,24,3,3,3,3,4,4,3,4,3,4,3,4,3,4,3,4,,,3.4375,high,high,yes,no strategy,no,1,good,0.265957447,-0.052613432,0.738044639,0.521495103,0.941277966,-1.938750875
196,TP165,A2KRPK3GQR0GA9,social,Male,White,"High school degree or equivalent (e.g., GED)",10,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,judgment ,i looked for patterns ,no ,-3,,0.496075354,0.025776158,0.631983107,0.589245811,-0.032819477,-1.140384498
197,TP166,A7204W9E8IR1R,social,Female,White,"High school degree or equivalent (e.g., GED)",10,5,47,3,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0.444444444,low,low,I am not sure.,"No, just switched people when they started giving me negative numbers.",No.,0,,0.083571429,0.169655537,-0.459443436,0.414086091,2.115708492,-1.259836692
198,TP167,A2SMXW8QTM2BS5,social,Female,White,"Bachelor's degree (e.g., BA, BS)",0.1,100,24,3,2,3,3,2,3,4,2,3,2,2,4,3,3,1,2,3,2,2.611111111,high,high,human mind reading,number and color strategy used,yes,2,good one,0.951602766,0.006152785,1.007387221,0.599245958,-1.876398654,-1.993375112
199,TP168,A1MNY9OSINZ2GA,social,Male,White,"Bachelor's degree (e.g., BA, BS)",$0.05 ,5 minutes,47,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.166666667,low,low,Trying to find a pattern,,,-1,,0.234302024,-0.027824154,0.966633166,0.627522716,-1.251189114,-1.934774775
200,TP169,A36IO8HVVL5WTZ,social,Female,White,"Master's degree (e.g., MA, MS, MEd)",10,100,47,1,1,1,1,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0.611111111,low,low,to see how quickly we could change course if things weren't going well,"yes, I waited until the score was -50 for two rounds in a row, then switched to someone else",no I kept the same strategy over the course of the game,2,I thought the game was fun,0,-0.116706403,0.304054875,0.570381752,0.052955935,-0.37618758
201,TP170,AX7VQSTZA8DQA,social,Male,White,"Some college or university, no degree",10,5,24,1,2,1,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0.555555556,low,low,How people respond to potential scenarios where partners cheat or sabotage projects. ,I went with the partner who tended to have more successes than failures.,Partner 3 tended to do the best until he continuously started to fail projects. I then decided to go between 1 and 2 based on how they were performing. ,3,no,0.048387097,-0.135183925,0.951864034,0.62031006,-1.500784246,-1.861509665
202,TP171,A1EH9BPKYXFBS5,social,Female,White,"Master's degree (e.g., MA, MS, MEd)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.055555556,low,low,to see how long it took me to switch partners,two negatives in a row made me usually switch,no,-2,none,0.009433963,-0.54540563,-3.567718722,0.44070004,0.326372978,-0.758560457
203,TP172,A1KOBLL83SICGQ,social,Female,Black or African American,"Bachelor's degree (e.g., BA, BS)",0.1,100,48,0,2,0,0,0,0,0,1,3,1,2,0,1,0,0,0,0,0,0.555555556,low,low,How understanding you are,Focused Idea,NO,-3,This is a logic and understanding project,0.145833334,0.020159084,-1.399992721,0.474539873,1.340478737,-0.779288303
204,TP173,A351P2O6QGTCS,social,Female,White,"Some college or university, no degree",10,50,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,Not sure,none,none,1,none,0,-0.059655093,0.070035563,0.398385998,3.094971157,-1.717811449
205,TP174,A2THN8O1IQIRP7,social,Female,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.111111111,low,low,Whether people will follow a certain routine even if it is detrimental or if they will jump around to try to maximize their gain.,"I kind of chose one emoji color and stuck with it until it stopped benefitting me, then I would either give it another chance or, more likely, jump to another one to try to maximize the number of points I would get. I felt like the black emoji was the best, and then the blue, and then the red (even though the red was really good at first)","Yeah, I was very pro-red at first, but then I realized that other emojis could also be good, and then tended to jump around more. ",-3,The game was fun and interesting! I tried to figure out a pattern but wasn't really able to. I'm also in AWE that some people must actually believe some of the conspiracies put forward in this survey; I had a good laugh about some of them!,0.132075472,-0.130034155,-0.123485897,0.519574052,1.310477793,0.548411791
206,TP175,AKX9W0NF71OI7,social,Female,White,"High school degree or equivalent (e.g., GED)",5,5,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.055555556,low,low,How people make decisions and react to changes  ,"I tried to keep clicking the same person until the turned red, and then tried to find a better person, if there was one.",No,0,It was a fun game to play,0.017857143,-0.021917994,-0.638767681,0.439287176,2.047540121,0.313564462
207,TP176,A1AZ97YYFVWFGC,social,Male,White,"High school degree or equivalent (e.g., GED)",10,100,24,3,1,2,4,1,0,3,2,0,3,3,0,0,2,0,3,1,0,1.555555556,high,high,I am not too sure,I just kept searching for the one who would give the most points and avoided those taking points away.,No I kept the same strategy and moved around looking for the person that gave the most ,-2,I wonder what the game was about. I wonder what a good score is.,0.010416667,-0.157979464,-0.505262745,0.443007179,2.444493647,-0.254655247
208,TP177,A002160837SWJFPIAI7L7,social,Male,Black or African American,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,low,low,no idea,no,no,-2,no,0,-0.282902246,-0.697897805,0.466650158,1.327059207,0.648294634
209,TP178,AIOLG7U4ZM44P,social,Male,"American Indian or Alaska Native,White","Bachelor's degree (e.g., BA, BS)",10,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,People's abilities to predict a good outcome because of a choice.,No.,No.,1,No.,0,-0.400150521,-2.551869691,0.468512253,0.969168438,-0.100181145
210,TP179,A1GASF35DM5ZD6,social,Male,Asian,"Bachelor's degree (e.g., BA, BS)",0.1,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,How long a person would stick with one person.,I went from sticking with one to changing it after two losses. ,Somewhat yes,-2,,0.05012275,-0.210832482,0.021028894,0.437378786,1.814165483,-0.691097228
211,TP180,A1QGG767E07WBA,social,Female,White,"Bachelor's degree (e.g., BA, BS)",0.05,5,47,2,0,4,4,2,0,1,3,0,0,0,0,0,1,1,1,1,0,1.111111111,high,low,To see how we trusted a source,I just kept clicking who ever gave me points then I'd switch when they wouldn't.  ,no,-1,n/a,0.010416667,0.378932161,-1.506134882,0.448861844,1.431837299,-0.430433085
212,TP181,A21JMLYH0P47QV,social,Female,White,"High school degree or equivalent (e.g., GED)",5,5,47,3,3,2,1,2,3,2,3,3,3,1,2,3,2,3,2,2,3,2.388888889,high,high,How we trust people based on color?,I went with a person until they showed the -50 and then found the next good person, A little bit,-2,,0.037735849,-0.643402238,-1.972311061,0.439042172,0.86823698,-0.210051467
213,TP182,A2W5RJFHZRE8IS,social,Male,White,"Bachelor's degree (e.g., BA, BS)",10,100,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,To see who we trust in a group setting.,"No, didn't use a particular strategy. ","Sometimes I did but for the most part, no.",0,Very cool and interesting survey. ,0.07905983,0.002858861,0.983473738,0.61232863,-1.707308651,-1.972797521
214,TP183,A2XK59FYAFO9EX,social,Male,White,"High school degree or equivalent (e.g., GED)",0.05,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,Peoples ability to see patterns,no,no,-2,no,0.018867925,-0.153565565,0.289731732,0.395444509,2.763295054,-1.028516128
215,TP184,A1SEK5WU1K3D17,social,Male,White,"Bachelor's degree (e.g., BA, BS)",1,5,28,3,2,2,3,3,3,2,2,,,,3,2,2,2,2,3,3,2.466666667,high,high,I don't know,my instinct,Yes,-2,Thanks,0.083369518,-0.13670614,0.712357211,0.546289521,0.97465923,-1.848750224
216,TP185,A39C1BN9ZSQ0R2,social,Male,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.333333333,low,low,People's ability to choose the best partner. Their ability to find a pattern and move from one person to the next.,Not really. If I got -50 I would click on the same partner again and move on to a different one if I got -50 again.,No.,2,Well done.,0,-0.273767896,-0.930066435,0.476833865,1.122942681,1.485959015
217,TP186,A1HHKQZNE4MUBC,social,Male,White,"Bachelor's degree (e.g., BA, BS)",0.05,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,If I could pick up on patterns when picking who to work with. ,I tried to find out the pattern and bounce back and forth when making a choice. ,Yes I found myself trying to figure out the pattern and think what it could be next. ,-1,,0.626923077,0.00405095,1.005141816,0.606212694,-1.742107496,-1.978114793
218,TP187,AYGGBBDSQP21G,social,Female,White,"Master's degree (e.g., MA, MS, MEd)",0.1,100,24,3,2,3,1,3,2,3,3,3,4,3,4,2,3,2,4,3,4,2.888888889,high,high,very interesting,no,no,1,nice,0.717439703,0.004837974,0.994994209,0.615292246,-1.492488552,-1.949709621
219,TP188,A3DWIQ1T9093WK,social,Male,White,"Master's degree (e.g., MA, MS, MEd)",0.5,5,47,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.166666667,low,low,"Pattern recognition, but specifically whether a person uses intuition or technical thought to figure it out","Tried to determine the likely ratio of failures vs. successes for each person, but was probably wrong","Yes, as the decisions became more difficult, I had to think more carefully about which person to choose--the help became less consistent. Seemed like, for instance, the guy in black would be consistently helpful while simultaneously the guy in blue would be unhelpful. Their behavior seemed interrelated and dependent on one another. ",-1,"Yes, I knew ahead of time the answers to the trick math questions. On ordinary surveys, I bomb them--I give the incorrect response every single time. I've read explanations for this (i.e. bias of intuitive thinking). due to serious gaps in my education (too much to explain here), I have trouble thinking mathematically. I'm 34 years old and teaching myself 8th-grade math using Khan Academy, so...yeah. I'm a pretty big dumbfuck. Regardless, I'm not necessarily religious or a conspiracy theorist, so idk if this info hurts or helps your hypothesis. Sorry to be the outlier, if that's the case.",0.071784646,-0.299195196,-1.601113785,0.448014892,1.515207868,-0.804202782
220,TP189,A1N16ZU0FNQEY6,social,Female,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,To see if people are trying to maximize gains,After I got 2 negatives in a row I would switch to another partner. ,No,2,Thanks!,0,-0.688859443,-2.612309736,0.424524406,1.055776616,-0.711359456
221,TP190,A2UIGDOLX5RV95,social,Female,White,"Some college or university, no degree",5,5,47,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1.277777778,low,high,If you can change partners to get more points,Switch when they start giving bad scores,No,-1,,0.009433963,-0.300186603,-2.57493512,0.454947685,0.537680761,-0.047343968
222,TP191,A10BH9PYCYUKDJ,social,Female,Black or African American,"Associate degree (e.g., AA, AS)",0.09,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,Evaluation of others performance.,No,Only choosing a different person.,0,None,0.136217949,-0.070645998,-1.237891288,0.4698502,1.463288778,-0.708075736
223,TP192,AQOXSP4W3ITSW,social,Male,White,"Bachelor's degree (e.g., BA, BS)",10,5,47,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0.444444444,low,low,my ability to concentrate ,no,no,-2,Interesting! Have a nice day!,0.083088775,0.02918474,-1.581798863,0.509048844,0.738852381,0.245462508
224,TP193,A1UZXOMO6BS6I2,social,Male,Asian,"Bachelor's degree (e.g., BA, BS)",5,5,47,2,1,2,2,2,2,1,2,1,0,1,0,0,1,1,2,1,0,1.166666667,low,low,I am not sure. I think the game might have been testing how quickly we give up on people from first impressions on project performance.,"Once I found the partner that most consistently gave a 100, I just stuck with him until he changed. Then, I tried the other partners and repeat the process.","No, I stuck with my strategy until the end.",-1,None,0.030612245,-0.116927515,0.115075755,0.557499061,0.045124782,-0.468349894
225,TP194,A281ASP4WWAN3E,social,Male,White,"High school degree or equivalent (e.g., GED)",10,5,47,0,2,0,0,0,0,3,0,0,0,1,0,0,1,0,2,1,0,0.555555556,low,low,To see how much you would pick the same person or switch,no,no,-3,,0.019230769,-0.095025068,-0.329357227,0.563483696,-0.006961228,-0.415545752
226,TP195,A2WQTXH9WEQDGI,social,Male,White,"Bachelor's degree (e.g., BA, BS)",0.05,5,24,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.277777778,low,low,gaining of points,,,-3,,0.409207161,0.001205154,0.968436818,0.63545676,-1.040794565,-1.869548155
227,TP196,AYHK8DTZONHKC,social,Male,White,"Associate degree (e.g., AA, AS)",50,100,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,The game was testing the working relationship and productivity of level between two different individuals,None,N/A,-3,None,0.306363637,0.061897506,0.730510862,0.562976251,0.66007025,-0.836245252
228,TP197,A2J8KKPCKD5G33,social,Male,Black or African American,"Bachelor's degree (e.g., BA, BS)",I am not sure,I am not sure,I am not sure,4,2,4,3,4,4,3,4,1,3,1,1,3,3,1,1,2,3,2.611111111,high,high,partnership,no,no,2,good survey,0.060216781,-0.108476579,0.320356452,0.426201121,2.683656747,-1.684055399
229,TP198,A1ATL3G98SFW4V,social,Male,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,low,low,To see how lucky I am,No,No,-2,No,0.016949153,-0.173988811,0.070741428,0.439727673,2.763697219,-1.457659253
230,TP199,A82RLSJJXBKE8,social,Female,"Black or African American,White","High school degree or equivalent (e.g., GED)",0.1,500,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.055555556,low,low,Not entirely sure,Keep pressing the people who were giving me 100,no,0,no,0.074361629,0.013778295,0.156941734,0.434539002,2.179172183,-0.443953734
231,TP200,A17TKHT8FEVH0R,social,Male,Asian,"Associate degree (e.g., AA, AS)",0.05,5,47,1,0,0,1,2,2,1,0,0,0,3,0,0,0,0,3,0,0,0.722222222,low,low,I have no idea.,"If I found a student that gave me 100, I tried to stick with them until they started losing me points.",No.,1,,0.010204082,-0.202767433,-1.581438314,0.453596947,1.610606418,-0.226584944
232,TP201,A3KFFIBJZVM0J2,social,Male,White,"Bachelor's degree (e.g., BA, BS)",0.05,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,How long we trust someone based on past results before moving on to someone else,I just tried to ride the hot hand,No,-2,It was interesting and fun,0,-0.651130797,-3.147303795,0.412312814,0.805941518,-0.371941886
233,TP202,A1LGMX4P87TNAR,social,Male,White,"Associate degree (e.g., AA, AS)",10,100,24,3,4,3,2,4,4,3,2,3,1,2,3,1,3,,4,2,2,2.705882353,high,high,It was testing how actively people being before taking this survey  ,I just try to get it how the person chances while losing -50 points. ,"Yeah, it was really difficult that when the person changed. ",0,"Nothing, thanks ",0.235398861,-0.130314178,-0.825353554,0.536207163,1.376188561,-0.40150019
234,TP203,A1BUNT3VJFLXD0,social,Male,Asian,"Bachelor's degree (e.g., BA, BS)",5,100,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.055555556,low,low,How quickly I can spot patterns.,"I kept trying the person until they gave me a negative result. I gave them one more chance to see if they'll flip and if they don't, I move to another person.","Yes, by the end, people tend to flip 5050 more often so I had to stay on the same person to get any positive results.",-1,"Mturk hit said 30 minutes, disclosure said 1 hour. I gave you guys the benefit of a doubt and I got screwed. Paying someone 6 dollars an hour? Really? I'm at 52 minutes right now on this survey. ",0.010638298,-0.078044908,-1.664278063,0.442337818,1.008484088,-0.618417998
235,TP204,AYNP68D2ARLFJ,social,Male,White,"High school degree or equivalent (e.g., GED)",10,100,47,2,1,0,1,2,1,3,2,1,0,2,0,0,0,0,0,0,1,0.888888889,low,low,It seemed like it was testing colors influence on favorability,I was looking for patterns in the correct colors.,No I did not.,1,"On the previous page I ran out of time for submitting the survey. I pre-emptively submitted it with the code being ""I ran out of time at 90% AYN"" AYN being the first 3 letters of my Mturk ID.

My ID is AYNP68D2ARLFJ

Thank you for the interesting survey. The game was fun.",0.231334842,0.001490533,-0.706247773,0.501694964,1.380388303,-0.383929552
